,Date,Open,High,Low,Close,Volume,MACD_line,Signal_line,Zero_line,Signal,Account Value,Gains/Losses
28,2023-03-02 05:45:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
29,2023-03-02 06:00:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
30,2023-03-02 06:15:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
31,2023-03-02 06:30:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
32,2023-03-02 06:45:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
33,2023-03-02 07:00:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
34,2023-03-02 07:15:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
35,2023-03-02 07:30:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
36,2023-03-02 07:45:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
37,2023-03-02 08:00:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
38,2023-03-02 08:15:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
39,2023-03-02 08:30:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
40,2023-03-02 08:45:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
41,2023-03-02 09:00:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
42,2023-03-02 09:15:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
43,2023-03-02 09:30:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
44,2023-03-02 09:45:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
45,2023-03-02 10:00:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
46,2023-03-02 10:15:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
47,2023-03-02 10:30:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
48,2023-03-02 10:45:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
49,2023-03-02 11:00:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
50,2023-03-02 11:15:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
51,2023-03-02 11:30:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
52,2023-03-02 11:45:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
53,2023-03-02 12:00:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
54,2023-03-02 12:15:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
55,2023-03-02 12:30:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
56,2023-03-02 12:45:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
57,2023-03-02 13:00:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
58,2023-03-02 13:15:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
59,2023-03-02 13:30:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
60,2023-03-02 13:45:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
61,2023-03-02 14:00:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
62,2023-03-02 14:15:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
63,2023-03-02 14:30:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
64,2023-03-02 14:45:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
65,2023-03-02 15:00:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
66,2023-03-02 15:15:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
67,2023-03-02 15:30:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
68,2023-03-02 15:45:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
69,2023-03-02 16:00:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
70,2023-03-02 16:15:00-06:00,1651.98,1651.98,1651.98,1651.98,0.0,0.0,0.0,0,0,100.0,0.0
71,2023-03-02 16:30:00-06:00,1651.98,1651.98,1650.33,1651.43,0.915372,-0.03223443223441791,-0.007163207163203979,0,0,100.0,0.0
72,2023-03-02 16:45:00-06:00,1651.43,1651.43,1651.43,1651.43,0.0,-0.05643977512113452,-0.018113555598299656,0,0,100.0,0.0
73,2023-03-02 17:00:00-06:00,1651.43,1651.43,1651.43,1651.43,0.0,-0.0741436489777243,-0.03056468746039402,0,0,100.0,0.0
74,2023-03-02 17:15:00-06:00,1651.43,1651.43,1651.43,1651.43,0.0,-0.08661081029663364,-0.04301938142400283,0,0,100.0,0.0
75,2023-03-02 17:30:00-06:00,1651.43,1651.43,1651.43,1651.43,0.0,-0.09488624426921888,-0.054545350945161955,0,0,100.0,0.0
76,2023-03-02 17:45:00-06:00,1651.43,1651.43,1651.43,1651.43,0.0,-0.09983137512335816,-0.06460891187365,0,0,100.0,0.0
77,2023-03-02 18:00:00-06:00,1651.43,1651.43,1651.43,1651.43,0.0,-0.10215447713062531,-0.07295237081964452,0,0,100.0,0.0
78,2023-03-02 18:15:00-06:00,1651.43,1651.43,1651.43,1651.43,0.0,-0.1024362002478938,-0.07950433291481103,0,0,100.0,0.0
79,2023-03-02 18:30:00-06:00,1651.43,1651.43,1651.43,1651.43,0.0,-0.10115098167830183,-0.08431469930669788,0,0,100.0,0.0
80,2023-03-02 18:45:00-06:00,1651.43,1651.43,1651.43,1651.43,0.0,-0.09868499410413278,-0.08750809815057231,0,0,100.0,0.0
81,2023-03-02 19:00:00-06:00,1651.43,1651.43,1651.43,1651.43,0.0,-0.0953511795275972,-0.0892510051232445,0,0,100.0,0.0
82,2023-03-02 19:15:00-06:00,1651.43,1651.43,1598.83,1598.83,0.10758,-3.1741857144559162,-0.774792051641616,0,0,100.0,0.0
83,2023-03-02 19:30:00-06:00,1598.83,1598.83,1551.68,1560.46,0.182425,-7.733525183108441,-2.321177191967577,0,0,100.0,0.0
84,2023-03-02 19:45:00-06:00,1560.46,1560.46,1548.67,1548.67,0.005239,-11.801685799284087,-4.4279568824823565,0,0,100.0,0.0
85,2023-03-02 20:00:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-14.743219958930695,-6.720237566137543,0,0,100.0,0.0
86,2023-03-02 20:15:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-16.77914581801656,-8.955550510999547,0,0,100.0,0.0
87,2023-03-02 20:30:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-18.0919367384447,-10.985858561542916,0,0,100.0,0.0
88,2023-03-02 20:45:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-18.831883827879437,-12.72941973183992,0,0,100.0,0.0
89,2023-03-02 21:00:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-19.122438430005104,-14.150090553654406,0,0,100.0,0.0
90,2023-03-02 21:15:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-19.064695419471263,-15.242224968280375,0,0,100.0,0.0
91,2023-03-02 21:30:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-18.74115303529743,-16.01976453872861,0,0,100.0,0.0
92,2023-03-02 21:45:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-18.218863766310278,-16.50845325596898,0,0,100.0,0.0
93,2023-03-02 22:00:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-17.552072878824674,-16.74036872771469,0,0,100.0,0.0
94,2023-03-02 22:15:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-16.78442603999747,-16.75015924155531,0,0,100.0,0.0
95,2023-03-02 22:30:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-15.950814708587814,-16.57252712311809,0,1,90.0,0.0
96,2023-03-02 22:45:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-15.07891717342659,-16.24061380096442,0,0,90.0,0.0
97,2023-03-02 23:00:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-14.19048401026771,-15.78502940303182,0,0,90.0,0.0
98,2023-03-02 23:15:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-13.302409039054055,-15.233335988814538,0,0,90.0,0.0
99,2023-03-02 23:30:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-12.427620375538254,-14.609843630308696,0,0,90.0,0.0
100,2023-03-02 23:45:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-11.575820697234349,-13.93561631184773,0,0,90.0,0.0
101,2023-03-03 00:00:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-10.75410122633889,-13.228612959512432,0,0,90.0,0.0
102,2023-03-03 00:15:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-9.967450038344168,-12.503910088141708,0,0,90.0,0.0
103,2023-03-03 00:30:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-9.219172022064868,-11.773968295680188,0,0,90.0,0.0
104,2023-03-03 00:45:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-8.511235049571724,-11.04891646321164,0,0,90.0,0.0
105,2023-03-03 01:00:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-7.844554582724186,-10.33683604532554,0,0,90.0,0.0
106,2023-03-03 01:15:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-7.219226978687402,-9.644034030517066,0,0,90.0,0.0
107,2023-03-03 01:30:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-6.634720102649453,-8.97529760210204,0,0,90.0,0.0
108,2023-03-03 01:45:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-6.090028463445833,-8.334126682400662,0,0,90.0,0.0
109,2023-03-03 02:00:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-5.583798916019759,-7.722942734316017,0,0,90.0,0.0
110,2023-03-03 02:15:00-06:00,1548.67,1548.67,1548.67,1548.67,0.0,-5.114431989000877,-7.143273679801541,0,0,90.0,0.0
111,2023-03-03 02:30:00-06:00,1548.67,1569.06,1548.67,1569.06,0.642265,-3.48514475199363,-6.330356140288671,0,0,90.0,0.0
112,2023-03-03 02:45:00-06:00,1569.06,1569.06,1569.06,1569.06,0.0,-2.186750570519507,-5.40955490256219,0,0,90.0,0.0
113,2023-03-03 03:00:00-06:00,1569.06,1571.27,1569.06,1570.73,66.63365,-1.0628260789069373,-4.443615163972134,0,0,90.0,0.0
114,2023-03-03 03:15:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,-0.18681317391587982,-3.497659166181855,0,0,90.0,0.0
115,2023-03-03 03:30:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,0.48657125772842846,-2.6122746275351254,0,0,90.0,0.0
116,2023-03-03 03:45:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,0.9949634232330027,-1.810666171808875,0,0,90.0,0.0
117,2023-03-03 04:00:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.3695938587552519,-1.1039417205724025,0,0,90.0,0.0
118,2023-03-03 04:15:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.6363315349058212,-0.4949921082439083,0,0,90.0,0.0
119,2023-03-03 04:30:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.8165617480040055,0.018686526477850296,0,0,90.0,0.0
120,2023-03-03 04:45:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.927923900185533,0.44296149841289084,0,0,90.0,0.0
121,2023-03-03 05:00:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.9849312049661876,0.7856214332025123,0,0,90.0,0.0
122,2023-03-03 05:15:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.9994909188101246,1.0553702077819818,0,0,90.0,0.0
123,2023-03-03 05:30:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.9813407961655685,1.261141449645001,0,0,90.0,0.0
124,2023-03-03 05:45:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.9384150129517366,1.4116466859353867,0,0,90.0,0.0
125,2023-03-03 06:00:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.8771507318401746,1.515092029469784,0,0,90.0,0.0
126,2023-03-03 06:15:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.8027447330132418,1.5790148524794414,0,0,90.0,0.0
127,2023-03-03 06:30:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.7193680565046634,1.6102044533739353,0,0,90.0,0.0
128,2023-03-03 06:45:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.6303453546133824,1.6146802092049235,0,0,90.0,0.0
129,2023-03-03 07:00:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.538304599617959,1.5977078515189316,0,-1,98.14834277153945,-1.8516572284605513
130,2023-03-03 07:15:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.4453019029424468,1.5638398629463794,0,0,98.14834277153945,0.0
131,2023-03-03 07:30:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.3529254515983666,1.516969993757932,0,0,98.14834277153945,0.0
132,2023-03-03 07:45:00-06:00,1570.73,1570.73,1570.73,1570.73,0.0,1.2623819346119944,1.4603948695032791,0,0,98.14834277153945,0.0
133,2023-03-03 08:00:00-06:00,1570.73,1578.05,1570.73,1578.05,0.080968,1.6035792870343357,1.492213628954625,0,0,98.14834277153945,0.0
134,2023-03-03 08:15:00-06:00,1578.05,1578.05,1578.05,1578.05,0.0,1.8412933145366424,1.5697868924172955,0,0,98.14834277153945,0.0
135,2023-03-03 08:30:00-06:00,1578.05,1578.05,1578.05,1578.05,0.0,1.9963008547922527,1.6645677729450639,0,0,98.14834277153945,0.0
136,2023-03-03 08:45:00-06:00,1578.05,1578.05,1578.05,1578.05,0.0,2.0857198016578877,1.7581571126590245,0,0,98.14834277153945,0.0
137,2023-03-03 09:00:00-06:00,1578.05,1578.05,1568.92,1568.92,0.001685,1.5885244928235807,1.7204609749178148,0,0,98.14834277153945,0.0
138,2023-03-03 09:15:00-06:00,1568.92,1568.92,1568.92,1568.92,0.0,1.18461270704438,1.6013835820570517,0,0,98.14834277153945,0.0
139,2023-03-03 09:30:00-06:00,1568.92,1568.92,1568.92,1568.92,0.0,0.8580339009786258,1.4361947640396238,0,0,98.14834277153945,0.0
140,2023-03-03 09:45:00-06:00,1568.92,1568.92,1568.92,1568.92,0.0,0.5954437688480994,1.2493612095526183,0,0,98.14834277153945,0.0
141,2023-03-03 10:00:00-06:00,1568.92,1568.92,1568.92,1568.92,0.0,0.3856887773069957,1.0574340023869244,0,0,98.14834277153945,0.0
142,2023-03-03 10:15:00-06:00,1568.92,1568.92,1568.92,1568.92,0.0,0.2194559995000418,0.8712166684120616,0,0,98.14834277153945,0.0
143,2023-03-03 10:30:00-06:00,1568.92,1568.92,1568.92,1568.92,0.0,0.08897807071002717,0.6973858689227206,0,0,98.14834277153945,0.0
144,2023-03-03 10:45:00-06:00,1568.92,1568.92,1568.92,1568.92,0.0,-0.012215333685389851,0.5396967127875849,0,0,98.14834277153945,0.0
145,2023-03-03 11:00:00-06:00,1568.92,1568.92,1568.92,1568.92,0.0,-0.08950676293011384,0.39987371818365186,0,0,98.14834277153945,0.0
146,2023-03-03 11:15:00-06:00,1568.92,1568.92,1568.92,1568.92,0.0,-0.14736713531260648,0.2782646396289278,0,0,98.14834277153945,0.0
147,2023-03-03 11:30:00-06:00,1568.92,1568.92,1568.92,1568.92,0.0,-0.18950394588682684,0.17431606506987118,0,0,98.14834277153945,0.0
148,2023-03-03 11:45:00-06:00,1568.92,1568.92,1568.92,1568.92,0.0,-0.21898591521448907,0.08691562500668001,0,0,98.14834277153945,0.0
149,2023-03-03 12:00:00-06:00,1568.92,1568.92,1568.92,1568.92,0.0,-0.23834777575871158,0.014634869281037438,0,0,98.14834277153945,0.0
150,2023-03-03 12:15:00-06:00,1568.92,1568.92,1568.92,1568.92,0.0,-0.24967831697017573,-0.04410139433034327,0,0,98.14834277153945,0.0
151,2023-03-03 12:30:00-06:00,1568.92,1568.92,1555.0,1555.0,0.21236,-1.0705184995538275,-0.2721940843800064,0,0,98.14834277153945,0.0
152,2023-03-03 12:45:00-06:00,1555.0,1555.0,1555.0,1555.0,0.0,-1.6832420312819067,-0.5857602948026509,0,0,98.14834277153945,0.0
153,2023-03-03 13:00:00-06:00,1555.0,1555.0,1555.0,1555.0,0.0,-2.1276605294724504,-0.9284047913959397,0,0,98.14834277153945,0.0
154,2023-03-03 13:15:00-06:00,1555.0,1555.0,1555.0,1555.0,0.0,-2.436718492856926,-1.2635856139428254,0,0,98.14834277153945,0.0
155,2023-03-03 13:30:00-06:00,1555.0,1555.0,1555.0,1555.0,0.0,-2.637620472255776,-1.5689266935679256,0,0,98.14834277153945,0.0
156,2023-03-03 13:45:00-06:00,1555.0,1555.0,1555.0,1555.0,0.0,-2.7527780979164618,-1.8320047834231559,0,0,98.14834277153945,0.0
157,2023-03-03 14:00:00-06:00,1555.0,1555.0,1555.0,1555.0,0.0,-2.80060531905724,-2.047249346897397,0,0,98.14834277153945,0.0
158,2023-03-03 14:15:00-06:00,1555.0,1555.0,1555.0,1555.0,0.0,-2.7961857877098737,-2.2136796670779475,0,0,98.14834277153945,0.0
159,2023-03-03 14:30:00-06:00,1555.0,1555.0,1555.0,1555.0,0.0,-2.7518325818400626,-2.333269203691751,0,0,98.14834277153945,0.0
160,2023-03-03 14:45:00-06:00,1555.0,1555.0,1555.0,1555.0,0.0,-2.6775573058175723,-2.4097776708308225,0,0,98.14834277153945,0.0
161,2023-03-03 15:00:00-06:00,1555.0,1559.84,1555.0,1555.97,0.159617,-2.5246131229898765,-2.4352966601995014,0,0,98.14834277153945,0.0
162,2023-03-03 15:15:00-06:00,1555.97,1555.97,1551.68,1551.68,0.08105,-2.6219618896457177,-2.4767778222986605,0,0,98.14834277153945,0.0
163,2023-03-03 15:30:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-2.6580719433909508,-2.517065404763614,0,0,98.14834277153945,0.0
164,2023-03-03 15:45:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-2.646770527490844,-2.545888765369665,0,0,98.14834277153945,0.0
165,2023-03-03 16:00:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-2.5993380072229684,-2.557766374670399,0,0,98.14834277153945,0.0
166,2023-03-03 16:15:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-2.524939660098653,-2.5504715492100107,0,1,88.14834277153945,0.0
167,2023-03-03 16:30:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-2.43098723083358,-2.5239194784596926,0,0,88.14834277153945,0.0
168,2023-03-03 16:45:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-2.323441418966695,-2.47936879857236,0,0,88.14834277153945,0.0
169,2023-03-03 17:00:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-2.207064714365515,-2.418856779859728,0,0,88.14834277153945,0.0
170,2023-03-03 17:15:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-2.0856325161271343,-2.344806943474707,0,0,88.14834277153945,0.0
171,2023-03-03 17:30:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-1.9621092212687472,-2.259763005206716,0,0,88.14834277153945,0.0
172,2023-03-03 17:45:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-1.83879491536959,-2.1662145407984656,0,0,88.14834277153945,0.0
173,2023-03-03 18:00:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-1.7174474076975912,-2.0664885112204936,0,0,88.14834277153945,0.0
174,2023-03-03 18:15:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-1.5993836028103487,-1.9626874204626836,0,0,88.14834277153945,0.0
175,2023-03-03 18:30:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-1.4855635675260146,-1.8566598975878683,0,0,88.14834277153945,0.0
176,2023-03-03 18:45:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-1.3766601182785507,-1.7499932799635756,0,0,88.14834277153945,0.0
177,2023-03-03 19:00:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-1.273116303751749,-1.6440206185831696,0,0,88.14834277153945,0.0
178,2023-03-03 19:15:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-1.1751927782895564,-1.5398366540734778,0,0,88.14834277153945,0.0
179,2023-03-03 19:30:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-1.0830067418985436,-1.4383188958123814,0,0,88.14834277153945,0.0
180,2023-03-03 19:45:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-0.9965638533517449,-1.3401511085989066,0,0,88.14834277153945,0.0
181,2023-03-03 20:00:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-0.9157842961365077,-1.2458473724961514,0,0,88.14834277153945,0.0
182,2023-03-03 20:15:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-0.8405239860908296,-1.1557755088505244,0,0,88.14834277153945,0.0
183,2023-03-03 20:30:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-0.7705917489336116,-1.070179117757877,0,0,88.14834277153945,0.0
184,2023-03-03 20:45:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-0.7057631607958683,-0.9891977939885418,0,0,88.14834277153945,0.0
185,2023-03-03 21:00:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-0.6457916312574525,-0.912885313381633,0,0,88.14834277153945,0.0
186,2023-03-03 21:15:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-0.5904172129478411,-0.841225735507457,0,0,88.14834277153945,0.0
187,2023-03-03 21:30:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-0.5393735415980245,-0.7741474701942499,0,0,88.14834277153945,0.0
188,2023-03-03 21:45:00-06:00,1551.68,1551.68,1551.68,1551.68,0.0,-0.4923932431420326,-0.7115354197382017,0,0,88.14834277153945,0.0
189,2023-03-03 22:00:00-06:00,1551.68,1571.8,1551.68,1571.8,0.009996,0.7299820511798316,-0.3911982039786387,0,0,88.14834277153945,0.0
190,2023-03-03 22:15:00-06:00,1571.8,1571.8,1571.69,1571.69,0.37,1.6486505797829523,0.06210152574615929,0,0,88.14834277153945,0.0
191,2023-03-03 22:30:00-06:00,1571.69,1571.69,1571.69,1571.69,0.0,2.3277975400717423,0.5655895289296221,0,0,88.14834277153945,0.0
192,2023-03-03 22:45:00-06:00,1571.69,1571.69,1571.69,1571.69,0.0,2.8136236372884014,1.065152664120462,0,0,88.14834277153945,0.0
193,2023-03-03 23:00:00-06:00,1571.69,1571.69,1571.69,1571.69,0.0,3.1443311822301894,1.5271923348115126,0,0,88.14834277153945,0.0
194,2023-03-03 23:15:00-06:00,1571.69,1571.69,1571.69,1571.69,0.0,3.3514394319147414,1.9325805786122303,0,0,88.14834277153945,0.0
