,Date,Open,High,Low,Close,Volume,VZO
34,2023-03-30 02:45:00-05:00,7.391,7.391,7.382,7.382,24.77,-32.359789877072814
35,2023-03-30 03:00:00-05:00,7.393,7.393,7.393,7.393,2.35,-31.64401103508885
36,2023-03-30 03:15:00-05:00,7.387,7.387,7.383,7.383,59.21,-40.88230458677758
37,2023-03-30 03:30:00-05:00,7.375,7.375,7.338,7.338,76.25,-50.770195339840264
38,2023-03-30 03:45:00-05:00,7.336,7.336,7.332,7.332,7.4,-51.67118581929227
39,2023-03-30 04:00:00-05:00,7.331,7.334,7.325,7.325,30.15,-55.513592595180626
40,2023-03-30 04:15:00-05:00,7.32,7.324,7.29,7.324,101.27,-65.99924409006545
41,2023-03-30 04:30:00-05:00,7.324,7.324,7.324,7.324,0.0,-65.99538963839689
42,2023-03-30 04:45:00-05:00,7.34,7.35,7.34,7.35,235.39,4.003178603305147
43,2023-03-30 05:00:00-05:00,7.357,7.366,7.357,7.366,13.3,6.571726263358769
44,2023-03-30 05:15:00-05:00,7.366,7.366,7.366,7.366,0.0,6.571476919249853
45,2023-03-30 05:30:00-05:00,7.364,7.382,7.36,7.382,38.57,15.319446520767986
46,2023-03-30 05:45:00-05:00,7.383,7.389,7.383,7.389,8.99,17.399082282131065
47,2023-03-30 06:00:00-05:00,7.397,7.402,7.373,7.373,18.45,10.945743637813143
48,2023-03-30 06:15:00-05:00,7.377,7.378,7.377,7.378,101.43,33.96975294958217
49,2023-03-30 06:30:00-05:00,7.4,7.407,7.399,7.407,14.29,36.63245334669102
50,2023-03-30 06:45:00-05:00,7.407,7.407,7.407,7.407,0.0,36.63186562109071
51,2023-03-30 07:00:00-05:00,7.378,7.378,7.343,7.343,23.42,25.580342884130893
52,2023-03-30 07:15:00-05:00,7.34,7.34,7.34,7.34,0.48,25.34029330742577
53,2023-03-30 07:30:00-05:00,7.34,7.34,7.34,7.34,0.0,25.34002879893517
54,2023-03-30 07:45:00-05:00,7.34,7.34,7.34,7.34,0.0,25.33979959172424
55,2023-03-30 08:00:00-05:00,7.333,7.333,7.332,7.332,1.0,24.578471260245575
56,2023-03-30 08:15:00-05:00,7.332,7.332,7.33,7.33,7.07,18.698260729671155
57,2023-03-30 08:30:00-05:00,7.332,7.332,7.312,7.323,120.8,-38.51626249521787
58,2023-03-30 08:45:00-05:00,7.311,7.312,7.302,7.302,9.89,-41.19382908342714
59,2023-03-30 09:00:00-05:00,7.302,7.302,7.265,7.265,38.36,-50.786113878176636
60,2023-03-30 09:15:00-05:00,7.289,7.289,7.289,7.289,0.73,-50.24778302128
61,2023-03-30 09:30:00-05:00,7.289,7.289,7.267,7.289,41.46,-21.768775625409663
62,2023-03-30 09:45:00-05:00,7.292,7.292,7.292,7.292,8.73,-16.407898777908507
63,2023-03-30 10:00:00-05:00,7.285,7.318,7.285,7.318,74.39,18.758262552210986
64,2023-03-30 10:15:00-05:00,7.296,7.296,7.267,7.267,63.7,-8.540600285192857
65,2023-03-30 10:30:00-05:00,7.263,7.268,7.25,7.268,1061.19,79.969580409715
66,2023-03-30 10:45:00-05:00,7.268,7.268,7.268,7.268,0.0,79.9694506149819
67,2023-03-30 11:00:00-05:00,7.245,7.245,7.195,7.223,117.34,60.680323576850576
68,2023-03-30 11:15:00-05:00,7.245,7.256,7.236,7.239,148.07,65.98810582946884
69,2023-03-30 11:30:00-05:00,7.256,7.256,7.248,7.248,35.59,67.21543843896532
70,2023-03-30 11:45:00-05:00,7.223,7.223,7.223,7.223,0.73,67.07268600642506
71,2023-03-30 12:00:00-05:00,7.223,7.223,7.223,7.223,0.0,67.07263278294131
72,2023-03-30 12:15:00-05:00,7.206,7.206,7.195,7.195,9.61,64.61066640569506
73,2023-03-30 12:30:00-05:00,7.195,7.195,7.139,7.174,274.89,10.747920275995357
74,2023-03-30 12:45:00-05:00,7.158,7.158,7.158,7.158,0.74,10.635468294973816
75,2023-03-30 13:00:00-05:00,7.148,7.148,7.148,7.148,0.79,10.49726458372016
76,2023-03-30 13:15:00-05:00,7.18,7.18,7.18,7.18,0.74,10.617934422304005
77,2023-03-30 13:30:00-05:00,7.18,7.18,7.18,7.18,0.0,10.617930852118057
78,2023-03-30 13:45:00-05:00,7.18,7.18,7.18,7.18,0.0,10.617927757971465
79,2023-03-30 14:00:00-05:00,7.18,7.18,7.18,7.18,0.0,10.617925076388694
80,2023-03-30 14:15:00-05:00,7.2,7.229,7.2,7.229,24.35,17.13435620343788
81,2023-03-30 14:30:00-05:00,7.229,7.229,7.229,7.229,0.0,17.134352953158018
82,2023-03-30 14:45:00-05:00,7.229,7.229,7.229,7.229,0.0,17.134350136256288
83,2023-03-30 15:00:00-05:00,7.219,7.219,7.219,7.219,0.27,16.989065309037596
84,2023-03-30 15:15:00-05:00,7.201,7.201,7.201,7.201,0.74,16.53198589803137
85,2023-03-30 15:30:00-05:00,7.223,7.245,7.223,7.245,20.92,25.967098140388828
86,2023-03-30 15:45:00-05:00,7.247,7.247,7.247,7.247,23.29,35.354039441648716
87,2023-03-30 16:00:00-05:00,7.223,7.223,7.223,7.223,0.73,34.73618416362039
88,2023-03-30 16:15:00-05:00,7.21,7.21,7.21,7.21,2.76,32.1054985180872
89,2023-03-30 16:30:00-05:00,7.201,7.201,7.201,7.201,0.74,31.31233735456536
90,2023-03-30 16:45:00-05:00,7.223,7.223,7.223,7.223,0.74,31.78490768497075
91,2023-03-30 17:00:00-05:00,7.245,7.25,7.245,7.25,6.95,36.517956190947956
92,2023-03-30 17:15:00-05:00,7.256,7.273,7.245,7.245,153.18,-50.617788986467296
93,2023-03-30 17:30:00-05:00,7.223,7.223,7.223,7.223,4.88,-51.74985133183435
94,2023-03-30 17:45:00-05:00,7.206,7.206,7.195,7.195,9.71,-54.16236450791959
95,2023-03-30 18:00:00-05:00,7.194,7.216,7.194,7.216,9.58,-45.86000276663853
96,2023-03-30 18:15:00-05:00,7.223,7.231,7.223,7.231,16.34,-31.882055138918805
97,2023-03-30 18:30:00-05:00,7.231,7.231,7.231,7.231,0.0,-31.8820545262503
98,2023-03-30 18:45:00-05:00,7.231,7.231,7.231,7.231,0.0,-31.88205399527109
99,2023-03-30 19:00:00-05:00,7.245,7.256,7.245,7.256,9.22,-21.767190027520698
100,2023-03-30 19:15:00-05:00,7.267,7.287,7.267,7.284,128.24,45.41735867749714
101,2023-03-30 19:30:00-05:00,7.289,7.292,7.289,7.292,10.74,48.18024554145331
102,2023-03-30 19:45:00-05:00,7.292,7.309,7.292,7.307,24.26,54.219994147507
103,2023-03-30 20:00:00-05:00,7.311,7.352,7.311,7.352,66.24,66.51546673370908
104,2023-03-30 20:15:00-05:00,7.353,7.356,7.333,7.333,4.7,62.93282451445168
105,2023-03-30 20:30:00-05:00,7.311,7.311,7.289,7.289,49.87,28.962377658662003
106,2023-03-30 20:45:00-05:00,7.287,7.287,7.278,7.278,33.5,11.021164713483603
107,2023-03-30 21:00:00-05:00,7.311,7.357,7.298,7.357,62.39,31.49971598894868
