,index,Date,Open,High,Low,Close,Volume,Slope,Intercept,Upper_Deviation,Lower_Deviation,Correlation,HH,LL,K,D,Crossover,VZO
101,116,2023-03-30 23:45:00-05:00,1804.02,1805.79,1803.85,1804.81,44.1453,-0.009284608460846113,1795.660988118812,1814.4717924545541,1776.8501837830697,0.47384444568512357,1811.66,1799.2,45.02407704654802,32.06976053066234,0,7.080063430210951
102,117,2023-03-31 00:00:00-05:00,1805.08,1808.83,1802.48,1803.11,235.9916,-0.007441824182418264,1795.6959702970296,1814.5483510367546,1776.8435895573045,0.4704512126718796,1808.92,1799.2,40.226337448558056,39.14502329724187,0,-17.756881491654287
103,118,2023-03-31 00:15:00-05:00,1802.64,1804.08,1802.23,1803.1,41.7841,-0.0022352235223523855,1795.5062435643565,1814.4217448382972,1776.5907422904158,0.46724806678227415,1808.92,1799.2,40.12345679012194,41.79129042840934,-1,-21.477753011249945
104,119,2023-03-31 00:30:00-05:00,1803.56,1803.86,1802.12,1802.52,56.6776,0.0025512751275126085,1795.3314118811882,1814.2997437791148,1776.3630799832615,0.46474279195665874,1808.92,1799.2,34.15637860082229,38.1687242798341,0,-26.6702205757056
105,120,2023-03-31 00:45:00-05:00,1802.72,1802.72,1792.02,1796.24,320.3998,0.0038355835583556695,1795.262138613861,1814.2291711501416,1776.2951060775804,0.4644364794687653,1808.92,1792.02,24.97041420118346,33.083416530709236,0,-48.76808736701718
106,121,2023-03-31 01:00:00-05:00,1796.9,1798.1,1795.18,1796.64,131.885,0.003588598859885987,1795.3019643564357,1814.2677868694711,1776.3361418434004,0.4649704097807764,1808.92,1792.02,27.337278106509427,28.82135696950506,0,-30.14136653466839
107,122,2023-03-31 01:15:00-05:00,1796.51,1798.61,1796.18,1797.97,59.8014,0.0024198019801979827,1795.4284198019805,1814.3800041295574,1776.4768354744035,0.46487256877377997,1808.92,1792.02,35.207100591716056,29.171597633136315,1,-22.140272616491654
108,123,2023-03-31 01:30:00-05:00,1798.08,1800.04,1796.52,1799.45,39.924,0.004702430243024319,1795.3550297029703,1814.3226649937824,1776.3873944121583,0.4639860068101788,1808.92,1792.02,43.96449704142026,35.50295857988191,0,-16.61736435650758
109,124,2023-03-31 01:45:00-05:00,1799.45,1799.99,1796.78,1797.77,119.4812,0.0068304230423043,1795.2577940594063,1814.2284885446518,1776.2870995741607,0.4634756950426787,1808.92,1792.02,34.02366863905307,37.73175542406313,-1,-27.878610712217387
110,125,2023-03-31 02:00:00-05:00,1797.95,1798.84,1791.47,1792.03,115.7125,0.007732733273327321,1795.1276297029704,1814.084628127102,1776.1706312788388,0.462025022174029,1808.83,1791.47,3.2258064516126077,27.071324044028646,0,-37.335740710197975
111,126,2023-03-31 02:15:00-05:00,1792.27,1793.73,1781.0,1787.0,328.7427,0.0031858985898590175,1795.259198019802,1814.2915474493414,1776.2268485902625,0.4613153980813436,1808.83,1781.0,21.55946819978446,19.602981096816716,1,-56.174306186028296
112,127,2023-03-31 02:30:00-05:00,1786.47,1788.75,1778.38,1787.06,500.9439,-0.0021039903990399222,1795.4428475247526,1814.5482315361307,1776.3374635133744,0.46149513403560516,1808.83,1778.38,28.505747126436415,17.763673925944495,0,-2.1696909056719957
113,128,2023-03-31 02:45:00-05:00,1786.97,1796.31,1784.24,1795.39,551.8948,-0.0014787878787878368,1795.4026000000003,1814.5069593988499,1776.2982406011508,0.4615081458041462,1808.83,1778.38,55.862068965517544,35.30909476391281,0,29.02805008316486
114,129,2023-03-31 03:00:00-05:00,1795.0,1798.38,1793.42,1793.6,253.1497,-0.002299729972997251,1795.4225366336636,1814.5298904784402,1776.3151827888871,0.46196082248579917,1808.83,1778.38,49.9835796387517,44.78379857690189,0,11.076844378132993
115,130,2023-03-31 03:15:00-05:00,1793.42,1796.01,1790.08,1791.48,181.2323,-0.0019673567356735203,1795.3247841584164,1814.4273762126882,1776.2221921041446,0.46059997428228533,1808.83,1778.38,43.02134646962229,49.62233169129718,-1,-0.37283566246672495
116,131,2023-03-31 03:30:00-05:00,1790.89,1791.22,1786.61,1790.47,111.7162,0.0016383438343834287,1794.992601980198,1813.997270764367,1775.9879331960292,0.4545306299419235,1804.08,1778.38,47.04280155642025,46.68257588826474,1,-7.178154471779988
117,132,2023-03-31 03:45:00-05:00,1789.62,1794.77,1789.0,1790.28,149.9607,0.005570177017701771,1794.638176237624,1813.5312129314739,1775.7451395437743,0.4456738214412932,1803.86,1778.38,46.70329670329655,45.58914824311304,0,-16.05899518118435
118,133,2023-03-31 04:00:00-05:00,1789.48,1792.14,1788.14,1791.89,87.9176,0.011110831083108359,1794.2126138613867,1812.9556732625938,1775.4695544601796,0.4339163943698672,1802.72,1778.38,55.50534100246522,49.75047975406068,0,-9.004063053660637
119,134,2023-03-31 04:15:00-05:00,1792.29,1794.47,1789.52,1791.29,160.078,0.015931173117311705,1793.8257069306933,1812.4399194338082,1775.2114944275784,0.4212192848981544,1800.04,1778.38,59.60295475530906,53.93719748702361,0,-19.308947910054044
120,135,2023-03-31 04:30:00-05:00,1790.89,1792.74,1787.26,1788.82,117.7642,0.015110651065106525,1793.7651227722777,1812.3943477099338,1775.1358978346216,0.4188363139239125,1800.04,1778.38,48.19944598337903,54.43591391371777,-1,-26.385386192907678
121,136,2023-03-31 04:45:00-05:00,1789.01,1790.45,1787.68,1790.45,80.8391,0.0155253525352536,1793.6572950495054,1812.279976165811,1775.0346139331998,0.4162236387984411,1800.04,1778.38,55.7248384118191,54.50907971683572,1,-18.17663564652144
122,137,2023-03-31 05:00:00-05:00,1790.01,1791.64,1789.09,1791.41,67.676,0.015560576057605918,1793.595251485149,1812.2175486180233,1774.9729543522747,0.4164538233313277,1799.99,1778.38,60.296159185562395,54.74014786025351,0,-11.199999070559137
123,138,2023-03-31 05:15:00-05:00,1791.48,1797.6,1791.48,1796.04,77.0677,0.018515631563156432,1793.433376237624,1812.0473374354658,1774.8194150397824,0.41686445683264045,1798.84,1778.38,86.31476050830898,67.44525270189682,0,-3.1950432605267944
124,139,2023-03-31 05:30:00-05:00,1796.62,1799.73,1794.1,1794.59,140.808,0.020991659165916682,1793.2747128712874,1811.8725002448416,1774.6769254977332,0.41595709646645596,1799.73,1778.38,75.92505854800879,74.17865941396006,0,-15.950400896282325
125,140,2023-03-31 05:45:00-05:00,1794.75,1795.52,1791.93,1793.12,140.4554,0.02392865286528653,1793.0572316831683,1811.6166460885509,1774.4978172777858,0.41125863086749964,1799.73,1778.38,69.03981264636928,77.09321056756235,-1,-27.018362987477577
126,141,2023-03-31 06:00:00-05:00,1793.31,1794.36,1791.94,1794.01,56.0352,0.030371797179717934,1792.627396039604,1811.0567366516268,1774.1980554275813,0.3990578689550439,1799.73,1784.24,63.07295029050985,69.34594049496265,0,-19.758809976261873
127,142,2023-03-31 06:15:00-05:00,1794.92,1795.99,1788.9,1791.22,194.6382,0.032193639363936405,1792.449514851485,1810.8496445600751,1774.0493851428948,0.39327880013900035,1799.73,1786.61,35.137195121951876,55.74998601961033,0,-34.713623296023364
128,143,2023-03-31 06:30:00-05:00,1791.24,1794.93,1788.98,1794.33,110.3517,0.03647734773477339,1792.1724712871287,1810.521583988546,1773.8233585857115,0.38709287523765873,1799.73,1786.61,58.84146341463382,52.350536275698516,1,-20.07395291656845
129,144,2023-03-31 06:45:00-05:00,1793.58,1794.65,1792.32,1792.72,127.0452,0.04131899189918991,1791.82800990099,1810.0837874682666,1773.5722323337136,0.3755840420067034,1799.73,1786.61,46.57012195122006,46.849593495935245,-1,-30.156553905024083
130,145,2023-03-31 07:00:00-05:00,1793.03,1794.52,1792.26,1792.26,150.5327,0.045055565556555585,1791.5494495049506,1809.7406142945965,1773.3582847153048,0.3658776243967279,1799.73,1787.26,40.096230954290206,48.50260544004803,0,-40.43032678546882
131,146,2023-03-31 07:15:00-05:00,1792.74,1795.38,1791.53,1794.67,41.8773,0.051827062706270514,1791.1201603960399,1809.193013260673,1773.0473075314067,0.35232266496853004,1799.73,1787.26,59.42261427425875,48.69632239325634,1,-34.09857066512762
132,147,2023-03-31 07:30:00-05:00,1794.52,1812.34,1790.35,1807.91,1156.981,0.06806774677467745,1790.3299465346538,1808.4441994763674,1772.2156935929402,0.3395233608525839,1812.34,1787.26,82.3365231259974,60.61845611818212,0,44.98153212580015
133,148,2023-03-31 07:45:00-05:00,1808.19,1810.03,1803.4,1807.24,220.848,0.08265154515451544,1789.6355485148517,1807.8241876329857,1771.4469093967177,0.3319698508569633,1812.34,1787.26,79.66507177033523,73.80806972353047,0,28.31532567170529
134,149,2023-03-31 08:00:00-05:00,1807.1,1810.55,1804.84,1808.65,208.8025,0.09553087308730873,1789.0810217821781,1807.4664622185783,1770.695581345778,0.33599200018121017,1812.34,1787.68,85.03649635036558,82.34603041556606,0,36.30320970613894
135,150,2023-03-31 08:15:00-05:00,1808.98,1822.8,1808.01,1818.71,838.652,0.11372925292529261,1788.3730019801978,1807.3900815167888,1769.355922443607,0.3504962273954819,1822.8,1788.9,87.93510324483795,84.21222378851292,0,57.995165559188386
136,151,2023-03-31 08:30:00-05:00,1819.15,1839.47,1817.9,1831.68,1505.7426,0.14262544254425452,1787.2119405940591,1807.5600704701571,1766.863810717961,0.36628684676556367,1839.47,1788.9,84.59561004548156,85.85573654689502,-1,75.37097958446529
137,152,2023-03-31 08:45:00-05:00,1832.12,1833.54,1823.41,1826.24,490.8349,0.1677061506150617,1786.1896455445544,1807.4279170591883,1764.9513740299205,0.38792511876305,1839.47,1788.9,73.83824401819254,82.12298576950401,0,51.758974433299116
138,153,2023-03-31 09:00:00-05:00,1826.42,1831.53,1824.51,1829.91,598.3118,0.19428580858085823,1785.1367524752475,1807.4548485699627,1762.8186563805323,0.41902279855264035,1839.47,1788.9,81.09551117263209,79.8431217454354,1,59.43990954623547
139,154,2023-03-31 09:15:00-05:00,1830.6,1846.22,1828.8,1833.32,782.5065,0.22181218121812193,1784.083697029703,1807.651926838563,1760.515467220843,0.4591954507662453,1846.22,1788.9,77.49476622470324,77.47617380517596,0,67.29746239143729
140,155,2023-03-31 09:30:00-05:00,1833.7,1845.63,1833.7,1841.42,483.3051,0.2524941494149417,1782.9766396039604,1808.285044323629,1757.6682348842917,0.5111118878339793,1846.22,1788.9,91.62595952547112,83.40541230760215,0,71.26467792480469
141,156,2023-03-31 09:45:00-05:00,1842.14,1846.67,1836.15,1836.15,353.5004,0.2780483048304834,1782.0955089108916,1808.6765879102038,1755.5144299115793,0.5605742838577206,1846.67,1788.98,81.76460391749009,83.62844322255482,-1,55.358833442566635
142,157,2023-03-31 10:00:00-05:00,1836.75,1841.92,1835.4,1836.68,237.2185,0.29751731173117346,1781.6188930693074,1809.3751237102633,1753.8626624283515,0.6176990365568925,1846.67,1790.35,82.2620738636364,85.21754576886586,0,58.3536641611379
143,158,2023-03-31 10:15:00-05:00,1837.58,1838.09,1827.32,1828.31,635.8724,0.3155021902190221,1781.0648415841586,1809.5450373019064,1752.5846458664107,0.6508395890627711,1846.67,1790.35,67.40056818181806,77.14241532098151,0,31.14237512634843
144,159,2023-03-31 10:30:00-05:00,1829.48,1832.44,1826.08,1827.82,449.4221,0.33267734773477375,1780.5478712871286,1809.6967102951432,1751.399032279114,0.6789330463882228,1846.67,1790.35,66.53053977272712,72.06439393939387,0,15.023330638214134
145,160,2023-03-31 10:45:00-05:00,1828.11,1830.79,1825.73,1830.56,166.8441,0.35140156015601587,1779.9763227722774,1809.8836755055963,1750.0689700389585,0.7051386152319448,1846.67,1790.35,71.39559659090895,68.44223484848472,1,19.273597356603634
146,161,2023-03-31 11:00:00-05:00,1830.56,1834.57,1828.93,1830.23,267.9861,0.36875181518151834,1779.4818851485152,1810.0926805631918,1748.8710897338385,0.7278765406492927,1846.67,1803.4,62.006008782065955,66.64404838190067,-1,9.155231978414784
147,162,2023-03-31 11:15:00-05:00,1830.43,1831.16,1823.95,1824.7,200.4891,0.37882808280828106,1779.3508099009907,1810.36642031793,1748.3351994840514,0.7453692559013355,1846.67,1804.84,47.477886684198076,60.293164019057656,0,1.7071582906248353
148,163,2023-03-31 11:30:00-05:00,1824.63,1828.2,1819.14,1825.06,237.6947,0.39005874587458766,1779.1433920792083,1810.5809745106121,1747.7058096478045,0.7584570068143909,1846.67,1808.01,44.102431453698706,51.19544230665425,0,10.09870460604519
149,164,2023-03-31 11:45:00-05:00,1826.83,1831.03,1825.96,1830.13,151.2643,0.4035678967896794,1778.879089108911,1810.8963729835166,1746.8618052343056,0.7739225635910413,1846.67,1817.9,42.50955856795282,44.69662556861653,0,15.401991190553009
150,165,2023-03-31 12:00:00-05:00,1830.5,1832.19,1827.28,1829.65,132.4398,0.4128277827782783,1778.8777247524754,1811.3369356262083,1746.4185138787425,0.7892417328766161,1846.67,1819.14,38.17653468942972,41.59617490369375,0,8.911425207274013
151,166,2023-03-31 12:15:00-05:00,1829.74,1830.1,1826.88,1829.75,189.0398,0.4237743774377442,1778.757968316832,1811.692936437219,1745.8230001964448,0.8001666406377117,1846.67,1819.14,38.539774791136615,39.74195601617305,0,16.63365413738306
152,167,2023-03-31 12:30:00-05:00,1829.24,1830.29,1823.41,1823.87,188.2842,0.43086072607260745,1778.7681940594057,1811.9636327359663,1745.5727553828451,0.8045734950423329,1846.67,1819.14,17.181256810751165,31.299188763772502,0,6.279018195027574
153,168,2023-03-31 12:45:00-05:00,1823.77,1825.89,1821.87,1825.24,142.1782,0.4370489048904895,1778.857679207921,1812.3006003649482,1745.4147580508936,0.8099748923022108,1846.67,1819.14,22.15764620414063,25.959559268676134,0,13.008114400311158
154,169,2023-03-31 13:00:00-05:00,1825.79,1826.52,1823.79,1823.79,77.5307,0.4415249324932497,1779.0236158415842,1812.6406900381194,1745.406541645049,0.8135083748726133,1846.67,1819.14,16.890664729385644,18.74318924809248,0,8.123518099049285
155,170,2023-03-31 13:15:00-05:00,1823.93,1825.28,1820.92,1825.28,53.6654,0.4422150015001505,1779.4612574257424,1813.110921310476,1745.8115935410087,0.8199409372238673,1841.92,1819.14,26.95346795434539,22.000592962623887,1,11.189379546366093
156,171,2023-03-31 13:30:00-05:00,1825.28,1825.28,1822.0,1824.91,96.7181,0.4367311731173123,1780.2897069306932,1813.632366752609,1746.9470471087775,0.8292985145487436,1838.09,1819.14,30.448548812665106,24.764227165465382,0,3.974387909907874
157,172,2023-03-31 13:45:00-05:00,1824.72,1825.56,1822.53,1822.53,29.466,0.42967410741074147,1781.1638316831686,1814.1304168906543,1748.197246475683,0.8349988084450134,1834.57,1819.14,21.970187945560006,26.45740157085683,-1,1.6555783841703957
158,173,2023-03-31 14:00:00-05:00,1822.35,1825.14,1818.62,1822.28,294.9937,0.4220932493249329,1782.0571841584158,1814.6201940557785,1749.494174261053,0.8392555413024605,1834.57,1818.62,22.94670846395029,25.12181507405847,0,-19.168233687272867
159,174,2023-03-31 14:15:00-05:00,1822.68,1824.52,1820.09,1824.12,375.4397,0.41666852685268563,1782.834407920792,1815.110848260614,1750.5579675809702,0.8425379776275623,1834.57,1818.62,34.48275862068956,26.466551676733285,1,8.389799241861061
160,175,2023-03-31 14:30:00-05:00,1824.63,1831.14,1824.63,1827.27,217.3832,0.4134076207620765,1783.5211227722773,1815.6183922971056,1751.423853247449,0.8460405929428063,1832.19,1818.62,63.74355195283704,40.39100634582562,0,20.64928484055012
161,176,2023-03-31 14:45:00-05:00,1827.81,1830.79,1826.6,1828.92,58.1783,0.41165406540654115,1784.1306237623762,1816.1316088955707,1752.1296386291817,0.8489439150389033,1832.19,1818.62,75.90272660280071,58.0430123921091,0,23.798308897596783
162,177,2023-03-31 15:00:00-05:00,1829.12,1829.4,1824.87,1825.07,66.7466,0.4081678967896792,1784.7678891089113,1816.597983322032,1752.9377948957906,0.8495340893566243,1832.19,1818.62,47.53131908621936,62.392532547285704,-1,17.619287413750214
163,178,2023-03-31 15:15:00-05:00,1824.32,1824.58,1819.91,1821.3,138.7508,0.40444200420042026,1785.3371207920793,1817.015207217808,1753.6590343663506,0.8478185269332359,1832.19,1818.62,19.749447310243415,47.727830999754495,0,5.043674713585242
164,179,2023-03-31 15:30:00-05:00,1822.24,1825.68,1819.76,1825.39,80.2856,0.4015506750675072,1785.924641584159,1817.4658757817463,1754.3834073865717,0.847817934008521,1831.14,1818.62,54.07348242811578,40.45141627485952,1,11.370406661460194
165,180,2023-03-31 15:45:00-05:00,1824.97,1827.11,1814.41,1818.08,223.9489,0.3940258625862588,1786.66441980198,1817.9092504085995,1755.4195891953607,0.844171152487387,1831.14,1814.41,21.9366407650917,31.919856834483628,-1,-8.295179033512307
166,181,2023-03-31 16:00:00-05:00,1818.06,1819.68,1815.43,1818.77,178.2292,0.38629438943894423,1787.4242277227722,1818.3533102650829,1756.4951451804616,0.8409149477191223,1831.14,1814.41,26.06096832038192,34.02369717119647,0,6.814739848559936
167,182,2023-03-31 16:15:00-05:00,1818.77,1823.31,1818.77,1822.16,60.9917,0.3826878487848787,1787.9714514851485,1818.7554509201161,1757.1874520501808,0.8393515759705268,1831.14,1814.41,46.32396891811113,31.440526001194915,1,11.680486206740815
168,183,2023-03-31 16:30:00-05:00,1822.79,1827.25,1822.29,1827.24,36.5048,0.3866324032403244,1788.1135960396036,1819.042804972457,1757.1843871067504,0.8413305541416646,1831.14,1814.41,76.68858338314354,49.69117354054553,0,14.754466090497601
169,184,2023-03-31 16:45:00-05:00,1826.82,1828.0,1822.3,1823.76,54.025,0.38906834683468366,1788.2797168316831,1819.2848522837983,1757.274581379568,0.8427147479132674,1831.14,1814.41,55.88762701733353,59.63339310619606,-1,8.316737950004644
170,185,2023-03-31 17:00:00-05:00,1824.78,1826.66,1821.96,1824.63,116.1848,0.39107098709871035,1788.485986138614,1819.557461380986,1757.4145108962418,0.8437596876180595,1831.14,1814.41,61.087866108786706,64.55469216975459,0,19.520202788791924
171,186,2023-03-31 17:15:00-05:00,1824.62,1828.94,1824.62,1826.36,149.5059,0.3925469546954699,1788.755225742574,1819.881395011755,1757.6290564733931,0.844425772987333,1831.14,1814.41,71.42857142857027,62.8013548515635,1,31.879578845274015
172,187,2023-03-31 17:30:00-05:00,1826.86,1830.34,1825.24,1827.51,105.1148,0.3934104410441048,1789.0808831683166,1820.2414406580451,1757.9203256785881,0.8447632622461376,1831.14,1814.41,78.30245068738729,70.27296274158142,0,39.42612872496533
173,188,2023-03-31 17:45:00-05:00,1828.12,1829.11,1826.11,1826.6,83.4849,0.39443666366636704,1789.370485148515,1820.5687619068044,1758.1722083902255,0.8452371599322406,1831.14,1814.41,72.86312014345377,74.19804741980379,-1,26.575812471093286
174,189,2023-03-31 18:00:00-05:00,1826.39,1826.67,1824.73,1824.78,63.9155,0.394742874287429,1789.6648277227723,1820.873329856231,1758.4563255893136,0.845451856767009,1830.79,1814.41,63.3089133089131,71.49149471325138,0,17.04624278046348
175,190,2023-03-31 18:15:00-05:00,1824.88,1826.04,1824.65,1825.96,41.8514,0.3950089408940897,1789.9790574257427,1821.1969552965909,1758.7611595548944,0.8456243641223227,1830.34,1814.41,72.5047080979289,69.55891385009859,1,21.510856243950766
176,191,2023-03-31 18:30:00-05:00,1825.96,1826.06,1821.95,1822.27,59.77,0.3923021302130216,1790.409944554455,1821.541052630792,1759.2788364781181,0.8443255186583636,1830.34,1814.41,49.34086629001871,61.71816256562024,-1,11.612107850069371
177,192,2023-03-31 18:45:00-05:00,1822.26,1823.02,1821.39,1821.68,17.2344,0.38412487248724897,1791.184318811881,1821.986845321794,1760.381792301968,0.8415363501325687,1830.34,1814.41,45.63716258631548,55.827578991421035,0,8.666851455777453
178,193,2023-03-31 19:00:00-05:00,1821.87,1824.86,1821.05,1824.44,67.1621,0.3781981998199822,1791.8574891089106,1822.412999918721,1761.3019782991003,0.8394747793510423,1830.34,1814.41,62.962962962963445,52.64699727976588,1,18.354533521446143
179,194,2023-03-31 19:15:00-05:00,1824.92,1828.01,1823.16,1824.25,139.7256,0.37393921392139257,1792.4093089108906,1822.8043796509444,1762.0142381708367,0.8377127388725493,1830.34,1815.43,59.15492957746494,55.91835170891462,0,-5.664971610569042
180,195,2023-03-31 19:30:00-05:00,1823.77,1824.25,1819.41,1821.09,60.8033,0.3686604260426047,1792.959108910891,1823.1850237509607,1762.7331940708214,0.8354282985559376,1830.34,1818.77,20.051858254105003,47.38991693151113,-1,-14.38883103213669
181,196,2023-03-31 19:45:00-05:00,1821.51,1822.6,1819.81,1822.6,15.4528,0.36453243324332457,1793.4571445544552,1823.5477160332282,1763.3665730756823,0.8337458724783433,1830.34,1819.41,29.185727355900042,36.130838395823325,0,-11.36869337498693
182,197,2023-03-31 20:00:00-05:00,1823.14,1824.47,1821.2,1822.69,75.6874,0.3599236123612363,1793.9828811881184,1823.9196003183567,1764.04616205788,0.831829167365427,1830.34,1819.41,30.009149130832768,26.415578246945937,1,3.091360842352862
183,198,2023-03-31 20:15:00-05:00,1823.46,1825.43,1822.83,1824.84,50.3322,0.36210153015301555,1794.0973742574256,1824.0884913288496,1764.1062571860016,0.8347494235329749,1830.34,1819.41,49.67978042085927,36.2915523025307,0,11.871353097946223
184,199,2023-03-31 20:30:00-05:00,1825.03,1828.37,1825.03,1826.43,51.2341,0.36395721572157247,1794.260217821782,1824.3043448157257,1764.2160908278381,0.8366674276834339,1830.34,1819.41,64.22689844464855,47.97194266544687,0,20.347388495695565
185,200,2023-03-31 20:45:00-05:00,1826.64,1834.62,1826.3,1832.84,126.9955,0.37212121212121246,1794.1285999999998,1824.4209940875508,1763.8362059124488,0.8415356295834142,1834.62,1819.41,88.29717291255757,67.4012839260218,0,37.531089849743466
186,201,2023-03-31 21:00:00-05:00,1833.65,1842.26,1832.32,1832.92,369.0001,0.38379963996399646,1793.7612178217819,1824.3258621162674,1763.1965735272963,0.8514208917027525,1842.26,1819.41,59.12472647702427,70.5495992780768,-1,63.74986445604112
187,202,2023-03-31 21:15:00-05:00,1832.92,1834.61,1826.49,1829.63,233.076,0.39249498949895,1793.5213980198018,1824.2680541073441,1762.7747419322595,0.8597451804491024,1842.26,1819.41,44.72647702407032,64.04945880455072,0,25.39315994422934
188,203,2023-03-31 21:30:00-05:00,1830.07,1830.09,1824.14,1826.94,113.6404,0.3954302430243026,1793.604702970297,1824.4247438560901,1762.784662084504,0.8628428863652465,1842.26,1819.41,32.954048140043774,45.60175054704612,0,10.793054933835304
189,204,2023-03-31 21:45:00-05:00,1826.96,1830.12,1826.34,1829.55,61.624,0.39885982598259856,1793.7025386138614,1824.6226692726982,1762.7824079550246,0.8655597496923069,1842.26,1819.41,44.37636761487927,40.68563092633112,1,16.850725282270503
190,205,2023-03-31 22:00:00-05:00,1828.95,1829.85,1827.31,1828.73,41.1226,0.4000750675067511,1793.9249841584162,1824.88248551336,1762.9674828034724,0.8670016054377865,1842.26,1819.41,40.78774617067822,39.37272064186709,0,11.044643227922585
191,206,2023-03-31 22:15:00-05:00,1828.93,1829.05,1826.42,1826.58,70.1926,0.40172241224122407,1794.070740594059,1825.0689361753,1763.0725450128182,0.8698986052768474,1842.26,1819.41,31.378555798686534,38.84755652808135,-1,1.1463431979806895
192,207,2023-03-31 22:30:00-05:00,1826.38,1827.8,1823.8,1825.97,79.8313,0.40198913891389154,1794.2910376237621,1825.2959966764447,1763.2860785710795,0.871956398633392,1842.26,1819.41,28.70897155361038,33.62509117432504,0,-9.446182868428352
193,208,2023-03-31 22:45:00-05:00,1826.39,1827.53,1825.97,1826.08,33.6122,0.4023015901590159,1794.5058712871287,1825.5186428472186,1763.4930997270387,0.8742601479921583,1842.26,1819.41,29.190371991246707,29.75929978118121,0,-4.147477689571929
194,209,2023-03-31 23:00:00-05:00,1825.55,1827.18,1824.29,1825.56,59.6081,0.40260450045004526,1794.7064772277226,1825.7263375872924,1763.686616868153,0.8769285985938617,1842.26,1819.81,25.612472160356297,27.837271901737793,0,-12.787305511322629
195,210,2023-03-31 23:15:00-05:00,1826.07,1827.23,1825.07,1826.56,38.8285,0.40480030003000295,1794.7976851485146,1825.8651483266237,1763.7302219704054,0.8808752208609034,1842.26,1821.2,25.45109211775837,26.751312089787124,0,-5.631041640122214
196,211,2023-03-31 23:30:00-05:00,1826.2,1828.87,1825.7,1827.22,60.5464,0.40667554755475566,1794.9191603960392,1826.0301417850894,1763.808179006989,0.8835897768357748,1842.26,1822.83,22.593926917138887,24.55249706508452,0,5.192165501867118
197,212,2023-03-31 23:45:00-05:00,1827.87,1829.59,1826.78,1827.27,39.5673,0.40669300930092994,1795.1599960396038,1826.271434146037,1764.0485579331705,0.8844831364401624,1842.26,1823.8,18.797399783315388,22.28080627273755,0,11.991770565098648
198,213,2023-04-01 00:00:00-05:00,1827.25,1827.58,1824.36,1824.77,79.4865,0.4033594959495948,1795.5677049504948,1826.5914703602891,1764.5439395407004,0.8839869345214637,1842.26,1823.8,5.2546045503793355,15.548643750277868,0,-3.9722122217205054
199,214,2023-04-01 00:15:00-05:00,1824.94,1825.52,1820.15,1821.05,121.7752,0.3988339033903388,1795.975621782178,1826.90893974129,1765.042303823066,0.8833816919813715,1842.26,1820.15,4.070556309361681,9.374186881018801,0,-23.299350916365217
200,215,2023-04-01 00:30:00-05:00,1820.96,1823.98,1820.96,1823.31,95.6378,0.3963332133213321,1796.2910059405935,1827.1721329120987,1765.4098789690884,0.8842795615144482,1834.61,1820.15,21.853388658367194,10.392849839369402,1,-4.280199902951262
201,216,2023-04-01 00:45:00-05:00,1823.85,1825.68,1823.48,1825.39,25.2027,0.39523822382238216,1796.551007920792,1827.4075575364204,1765.6944583051636,0.8860122175038389,1830.12,1820.15,52.55767301905831,26.16053932892906,0,0.39167672149754207
202,217,2023-04-01 01:00:00-05:00,1825.38,1825.83,1823.69,1824.25,45.6045,0.3921887188718869,1796.9133584158415,1827.699490155881,1766.127226675802,0.8866787782307048,1830.12,1820.15,41.1233701103309,38.511477262585466,0,-8.19571001375486
203,218,2023-04-01 01:15:00-05:00,1823.98,1823.98,1817.64,1818.24,196.6797,0.38530915091509144,1797.405297029703,1828.0773150996763,1766.7332789597297,0.8856099511006444,1829.85,1817.64,4.914004914004246,32.86501601446449,-1,-35.605771237435505
204,219,2023-04-01 01:30:00-05:00,1818.26,1820.15,1812.39,1819.95,230.5083,0.37891221122112195,1797.8962455445546,1828.445633690983,1767.3468573981263,0.8849617282504416,1829.59,1812.39,43.95348837209317,29.996954465476108,1,3.398094956160318
205,220,2023-04-01 01:45:00-05:00,1819.87,1823.46,1819.87,1823.42,49.1989,0.3705614161416139,1798.5814099009904,1828.8796302947728,1768.283189507208,0.8828789393395176,1829.59,1812.39,64.12790697674471,37.66513342094737,0,9.78822154003674
206,221,2023-04-01 02:00:00-05:00,1823.39,1823.54,1821.35,1821.98,41.5703,0.3612714071407141,1799.2946653465347,1829.3301659739473,1769.259164719122,0.8805949992926182,1829.59,1812.39,55.755813953488484,54.61240310077545,0,3.1368198131349914
207,222,2023-04-01 02:15:00-05:00,1822.29,1824.24,1818.85,1823.94,120.0651,0.3536477047704768,1799.9317386138619,1829.7444898488943,1770.1189873788294,0.8788070609283152,1829.59,1812.39,67.15116279069811,62.34496124031043,0,19.40836917214264
208,223,2023-04-01 02:30:00-05:00,1824.34,1825.21,1822.85,1824.67,36.8572,0.3470429642964296,1800.510873267327,1830.1349229260372,1770.8868236086169,0.8774216718256823,1829.59,1812.39,71.3953488372099,64.7674418604655,0,23.93434522250118
209,224,2023-04-01 02:45:00-05:00,1824.99,1826.24,1823.06,1824.09,39.4544,0.33877281728172803,1801.183445544555,1830.5590792121654,1771.8078118769447,0.8751989542672808,1829.59,1812.39,68.02325581395316,68.85658914728704,-1,15.895219155150953
